Name,Website,Country,Publisher,Language,Year_Start,panels,Level
Romance philology,https://www.brepolsonline.net/loi/rph,BELGIUM,Brepols Publishers,English,1947.0,21,2
Romance quarterly,https://www.tandfonline.com/journals/vroq20,UNITED STATES,Taylor & Francis,English,1986.0,22,2
Romanische forschungen,https://www.klostermann.de/Zeitschriften/Romanische-Forschungen,GERMANY,Klostermann,Multiple languages,1883.0,21,3
Romantisme,https://www.persee.fr/collection/roman,FRANCE,Armand Colin,French,1971.0,22,2
Rural sociology,https://onlinelibrary.wiley.com/journal/15490831,UNITED STATES,John Wiley & Sons,English,1936.0,17,2
Russian history,https://brill.com/view/journals/ruhi/ruhi-overview.xml,NETHERLANDS,Brill,English,1974.0,23,2
Russian linguistics,https://www.springer.com/journal/11185,NETHERLANDS,Springer Nature,Multiple languages,1974.0,21,3
Russian literature,https://www.journals.elsevier.com/russian-literature,NETHERLANDS,Elsevier,Multiple languages,1971.0,22,3
Russian review,https://onlinelibrary.wiley.com/journal/14679434,UNITED STATES,John Wiley & Sons,English,1941.0,23,2
Russkij jazyk v naucnom osvescenii,https://rjano.ruslang.ru/ru/about,RUSSIAN FEDERATION,Institut russkogo âzyka im. V.V. Vinogradova,Russian,2001.0,21,2
Safety science,,NETHERLANDS,Elsevier,English,1991.0,8,2
Sananjalka,https://journal.fi/sananjalka,FINLAND,Suomen kielen seura,Finnish,1959.0,21,2
Scandia,https://journals.lub.lu.se/scandia/index,SWEDEN,Scandia,Swedish,1928.0,23,2
Scandinavian economic history review,https://www.tandfonline.com/action/journalInformation?journalCode=sehr20,UNITED KINGDOM,Routledge,English,1953.0,23,2
Scandinavian journal of disability research,,UNITED KINGDOM,Routledge,English,1999.0,14,2
Scandinavian journal of economics,https://onlinelibrary.wiley.com/journal/14679442,SWEDEN,John Wiley & Sons,Swedish,1976.0,16,2
Scandinavian journal of educational research,https://www.tandfonline.com/toc/csje20/current,UNITED KINGDOM,Routledge,English,1971.0,18,2
Scandinavian journal of history,https://www.tandfonline.com/toc/shis20/current,UNITED KINGDOM,Routledge,English,1976.0,23,3
Scandinavian journal of hospitality and tourism,,UNITED KINGDOM,Routledge,English,2001.0,17,2
Scandinavian journal of medicine and science in sports,https://onlinelibrary.wiley.com/journal/16000838,UNITED KINGDOM,Wiley-Blackwell,English,1991.0,14,2
Scandinavian journal of primary health care,https://www.tandfonline.com/toc/ipri20/current,UNITED KINGDOM,Informa Healthcare,English,1983.0,12,2
Scandinavian journal of statistics,https://onlinelibrary.wiley.com/journal/14679469,SWEDEN,Wiley-Blackwell,English,1974.0,1,2
Scandinavian journal of the old testament,https://www.tandfonline.com/toc/sold20/current,UNITED STATES,Taylor & Francis,English,1987.0,20,3
Scandinavian journal of work environment and health,https://www.sjweh.fi/,FINLAND,Nordic Association of Occupational Safety and Health NOROSH,English,1975.0,14,2
Scandinavian political studies,https://onlinelibrary.wiley.com/journal/14679477,UNITED KINGDOM,Wiley-Blackwell,English,1966.0,19,2
Scandinavian studies,https://www.press.uillinois.edu/journals/ss.html,UNITED STATES,Brigham Young University,English,1941.0,22,2
Scandinavian studies in law,,SWEDEN,"University of Stockholm, Faculty of law",English,1957.0,19,2
Scandinavica,https://www.scandinavica.net/,UNITED KINGDOM,Norvik Press,English,1962.0,22,2
Scando-slavica,https://www.tandfonline.com/toc/ssla20/current,DENMARK,Routledge,English,1954.0,21,2
Schizophrenia bulletin,https://academic.oup.com/schizophreniabulletin,UNITED KINGDOM,Oxford University Press,English,1968.0,13,3
Schizophrenia research,http://www.journals.elsevier.com/schizophrenia-research/,NETHERLANDS,Elsevier,English,1988.0,13,2
School effectiveness and school improvement,https://www.tandfonline.com/toc/nses20/current,NETHERLANDS,Routledge,Dutch,1990.0,18,2
Science,https://science.sciencemag.org/,UNITED STATES,American Association for the Advancement of Science,English,1880.0,24,3
Science and engineering ethics,,UNITED KINGDOM,Springer Nature,English,1995.0,20,2
Science and public policy,https://academic.oup.com/spp,UNITED KINGDOM,Oxford University Press,English,1974.0,19,2
Science as culture,https://www.tandfonline.com/toc/csac20/current,UNITED KINGDOM,Taylor & Francis,English,1987.0,20,2
Science communication,https://journals.sagepub.com/home/scx,UNITED STATES,SAGE,English,1994.0,17,2
Science education,https://onlinelibrary.wiley.com/journal/1098237X,UNITED STATES,John Wiley & Sons,English,1929.0,18,3
Science in context,https://www.cambridge.org/core/journals/science-in-context,UNITED KINGDOM,Cambridge University Press,English,1987.0,20,2
Science of computer programming,https://www.journals.elsevier.com/science-of-computer-programming,NETHERLANDS,Elsevier,English,1981.0,2,2
Science of the total environment,https://www.journals.elsevier.com/science-of-the-total-environment,NETHERLANDS,Elsevier,English,1972.0,24,2
Science signaling,https://www.science.org/journal/signaling,UNITED STATES,American Association for the Advancement of Science,English,2008.0,7,2
Science technology and human values,https://journals.sagepub.com/home/sth,UNITED STATES,SAGE,English,1978.0,17,3
Science translational medicine,https://stm.sciencemag.org/,UNITED STATES,American Association for the Advancement of Science,English,2009.0,11,3
Science-fiction studies,https://www.depauw.edu/sfs/index.htm,UNITED STATES,SF-TH Inc.,English,1973.0,22,3
Scientific studies of reading,https://www.tandfonline.com/toc/hssr20/current,UNITED STATES,Taylor & Francis,English,1997.0,18,3
Scientometrics,https://link.springer.com/journal/11192,HUNGARY,Springer Nature,English,1978.0,17,2
Scottish historical review,,UNITED KINGDOM,Edinburgh University Press,English,1903.0,23,2
Scottish journal of theology,https://www.cambridge.org/core/journals/scottish-journal-of-theology,UNITED KINGDOM,Cambridge University Press,English,1948.0,20,2
Screen,https://academic.oup.com/screen,UNITED KINGDOM,Oxford University Press,English,1969.0,22,3
Scripta materialia,https://www.journals.elsevier.com/scripta-materialia,UNITED KINGDOM,Elsevier,English,1996.0,10,3
Scriptorium,http://www.scriptorium.be/index.php,BELGIUM,Centre International de Codicologie ASBL,Multiple languages,1946.0,22,3
Second language research,https://journals.sagepub.com/home/slr,UNITED KINGDOM,SAGE,English,1985.0,21,3
Security dialogue,https://journals.sagepub.com/home/sdi,UNITED KINGDOM,SAGE,English,1992.0,19,3
Sedimentology,,UNITED KINGDOM,Wiley-Blackwell,English,1962.0,5,2
Selecta mathematica: new series,https://www.springer.com/journal/29,SWITZERLAND,Springer Nature,English,1995.0,1,2
Semeia studies,http://www.sbl-site.org/publications/Books_semeiastudies.aspx,NETHERLANDS,Fortress Press,English,1982.0,20,2
Seminar: a journal of germanic studies,,CANADA,University of Toronto Press,Multiple languages,1965.0,22,2
Seminars in fetal and neonatal medicine,https://www.journals.elsevier.com/seminars-in-fetal-and-neonatal-medicine,NETHERLANDS,Elsevier,English,2004.0,13,2
Seminars in immunopathology,,GERMANY,Springer Nature,English,2007.0,11,2
Seminars in perinatology,,UNITED STATES,Elsevier,English,1977.0,13,2
Semiotica,https://www.degruyter.com/journal/key/semi/html,GERMANY,De Gruyter Mouton,Multiple languages,1969.0,22,3
Separation and purification technology,https://www.journals.elsevier.com/separation-and-purification-technology,NETHERLANDS,Elsevier,English,1997.0,10,2
Seventeenth century,https://www.tandfonline.com/toc/rsev20/current,UNITED KINGDOM,Taylor & Francis,English,1986.0,23,2
Sex roles,https://www.springer.com/journal/11199,UNITED STATES,Springer Nature,English,1975.0,17,2
Sexual abuse: a journal of research and treatment,https://journals.sagepub.com/home/sax,UNITED STATES,SAGE,English,1995.0,17,2
Sexualities,https://journals.sagepub.com/home/sex,UNITED KINGDOM,SAGE,English,1998.0,17,2
Shakespeare quarterly,https://academic.oup.com/sq,UNITED STATES,Oxford University Press,English,1950.0,22,3
Shakespeare studies,,UNITED STATES,Fairleigh Dickinson University Press,English,1965.0,22,2
Shock,,UNITED STATES,Lippincott,English,1994.0,13,2
Siam journal on applied mathematics,https://www.siam.org/publications/journals/siam-journal-on-applied-mathematics-siap,UNITED STATES,Society for Industrial and Applied Mathematics,English,1966.0,1,3
Siam journal on computing,https://www.siam.org/publications/journals/siam-journal-on-computing-sicomp,UNITED STATES,Society for Industrial and Applied Mathematics,English,1972.0,2,3
Siam journal on control and optimization,https://epubs.siam.org/journal/sjcodc,UNITED STATES,Society for Industrial and Applied Mathematics,English,1976.0,1,3
Siam journal on discrete mathematics,https://www.siam.org/publications/journals/siam-journal-on-discrete-mathematics-sidma,UNITED STATES,Society for Industrial and Applied Mathematics,English,1988.0,1,2
Siam journal on imaging sciences,https://www.siam.org/publications/journals/siam-journal-on-imaging-sciences-siims,UNITED STATES,Society for Industrial and Applied Mathematics,English,2008.0,2,2
Siam journal on mathematical analysis,https://www.siam.org/publications/journals/siam-journal-on-mathematical-analysis-sima,UNITED STATES,Society for Industrial and Applied Mathematics,English,1970.0,1,3
Siam journal on matrix analysis and applications,https://www.siam.org/publications/journals/siam-journal-on-matrix-analysis-and-applications-simax,UNITED STATES,Society for Industrial and Applied Mathematics,English,1988.0,1,3
Siam journal on numerical analysis,https://www.siam.org/publications/journals/siam-journal-on-numerical-analysis-sinum,UNITED STATES,Society for Industrial and Applied Mathematics,English,1966.0,1,3
Siam journal on optimization,https://www.siam.org/publications/journals/siam-journal-on-optimization-siopt,UNITED STATES,Society for Industrial and Applied Mathematics,English,1991.0,1,3
Siam journal on scientific computing,https://www.siam.org/publications/journals/siam-journal-on-scientific-computing-sisc,UNITED STATES,Society for Industrial and Applied Mathematics,English,1993.0,1,3
Siam review,https://www.siam.org/publications/journals/siam-review-sirev,UNITED STATES,Society for Industrial and Applied Mathematics,English,1959.0,1,3
Sign language and linguistics,https://benjamins.com/catalog/sll,NETHERLANDS,John Benjamins Publishing Company,English,1998.0,21,3
Sign systems studies,http://www.sss.ut.ee/index.php/sss,ESTONIA,Tartu University Press,English,1998.0,20,2
Signal processing,,NETHERLANDS,Elsevier,English,1979.0,9,2
Signs,https://www.journals.uchicago.edu/toc/signs/current,UNITED STATES,University of Chicago Press,English,1975.0,17,3
Silva fennica,http://www.silvafennica.fi/,FINLAND,Suomen metsätieteellinen seura,English,1926.0,15,2
Simiolus: netherlands quarterly for the history of art,https://simiolus.nl/,NETHERLANDS,Dutch Art-Historical Publications,Dutch,1966.0,22,2
Sinn und form,https://sinn-und-form.de/,GERMANY,Aufbau-Verl.,German,1949.0,22,2
Sixteenth century journal,https://www.escj.org/,UNITED STATES,Sixteenth Century Press,English,1972.0,23,2
Skrifter utgivna av Svenska Litteratursällskapet i Finland,https://www.sls.fi/sv/utgivning/serie/skrifter-utgivna-av-svenska-litteratursallskapet-i-finland,FINLAND,Svenska litteratursällskapet i Finland,Swedish,1886.0,22,2
Slavic and east european journal,https://seej.org/,UNITED STATES,American Association of Teachers of Slavic and East European Languages,English,1957.0,22,3
Slavic review,https://www.cambridge.org/core/journals/slavic-review,UNITED STATES,Cambridge University Press,English,1961.0,23,2
Slavonic and east european review,http://www.mhra.org.uk/journals/SEER,UNITED KINGDOM,Modern Humanities Research Association,English,1928.0,23,2
Sleep,,UNITED STATES,Oxford University Press,English,1978.0,13,2
Sleep medicine reviews,https://www.journals.elsevier.com/sleep-medicine-reviews,UNITED KINGDOM,Elsevier,English,1997.0,13,2
Slovenska archeologia,,SLOVAKIA,"Institute of Archaeology, Czech Academy of Sciences",Multiple languages,1953.0,23,2
Slovensky narodopis,,SLOVAKIA,Ústav etnológie Slovenskej akadémie vied,Multiple languages,1953.0,23,2
Small,https://onlinelibrary.wiley.com/journal/16136829,GERMANY,Wiley-VCH,English,2005.0,4,3
Small business economics,,NETHERLANDS,Springer Science+Business Media,English,1989.0,16,2
Social and cultural geography,https://www.tandfonline.com/toc/rscg20/current,UNITED KINGDOM,Routledge,English,2000.0,17,2
Social and legal studies,https://journals.sagepub.com/home/sls,UNITED KINGDOM,SAGE,English,1992.0,19,2
Social analysis,https://www.berghahnjournals.com/view/journals/social-analysis/social-analysis-overview.xml,AUSTRALIA,Berghahn Books,English,1979.0,23,3
Social anthropology,https://onlinelibrary.wiley.com/journal/14698676,UNITED KINGDOM,Berghahn Books,Multiple languages,1992.0,23,3
Social choice and welfare,,GERMANY,Springer Nature,English,1984.0,16,2
Social cognitive and affective neuroscience,,UNITED KINGDOM,Oxford University Press,English,2006.0,18,2
Social compass,https://journals.sagepub.com/home/scp,BELGIUM,SAGE,Multiple languages,1953.0,20,2
Social epistemology,,UNITED KINGDOM,Taylor & Francis,English,1987.0,20,2
Social forces,https://academic.oup.com/sf,UNITED KINGDOM,Oxford University Press,English,1925.0,17,3
Social history,https://www.tandfonline.com/toc/rshi20/current,UNITED KINGDOM,Taylor & Francis,English,1976.0,23,3
Social history of medicine,https://academic.oup.com/shm,UNITED KINGDOM,Oxford University Press,English,1988.0,20,3
Social indicators research,https://www.springer.com/journal/11205,NETHERLANDS,Springer Nature,English,1974.0,17,2
"Social movement studies: journal of social, cultural and political protest",,UNITED KINGDOM,Routledge,English,2002.0,17,2
Social networks,https://www.journals.elsevier.com/social-networks,SWITZERLAND,Elsevier,English,1978.0,17,3
Social philosophy and policy,https://www.cambridge.org/core/journals/social-philosophy-and-policy,UNITED KINGDOM,Cambridge University Press,English,1983.0,20,2
Social policy and administration,https://onlinelibrary.wiley.com/journal/14679515,UNITED KINGDOM,Wiley-Blackwell,English,1979.0,17,2
Social politics,https://academic.oup.com/sp,UNITED KINGDOM,Oxford University Press,English,1994.0,17,3
Social problems,https://academic.oup.com/socpro,UNITED STATES,Oxford University Press,English,1953.0,17,3
Social psychiatry and psychiatric epidemiology,https://www.springer.com/journal/127,GERMANY,Springer Nature,English,1988.0,13,2
Social psychology quarterly,https://journals.sagepub.com/home/spq,UNITED STATES,SAGE,English,1979.0,17,2
Social science and medicine,https://www.journals.elsevier.com/social-science-and-medicine,UNITED STATES,Elsevier,English,1982.0,14,3
Social science history,https://www.cambridge.org/core/journals/social-science-history,UNITED STATES,Cambridge University Press,English,1976.0,23,2
